"payment_id";"guest_id";"room_number";"payment_amount";"payment_date";"payment_type"
"P002726";"G02558";315;70.79;"2026-05-10";"Card"
"P002727";"G02558";315;43.74;"2026-05-10";"Card"
"P002728";"G02559";316;32.2;"2026-02-09";"Cash"
"P002729";"G02560";434;15.89;"2026-03-27";"Card"
"P002730";"G02560";434;15.28;"2026-03-27";"Card"
"P002731";"G02561";427;103.92;"2026-06-01";"Stripe"
"P002732";"G02562";201;101.27;"2026-04-22";"Stripe"
"P002733";"G02565";106;136.94;"2026-05-10";"Card"
"P002734";"G02567";134;51.33;"2026-03-17";"Card"
"P002735";"G02569";212;161.48;"2026-05-14";"Cash"
"P002736";"G02570";416;297.01;"2026-04-26";"Stripe"
"P002737";"G02571";314;5.86;"2026-03-13";"Card"
"P002738";"G02574";129;26.3;"2026-01-29";"Stripe"
"P002739";"G02575";213;87.43;"2026-02-14";"Card"
"P002740";"G02576";415;167.21;"2026-05-09";"Card"
"P002741";"G02577";124;86.72;"2026-05-30";"Card"
"P002742";"G02577";124;138.96;"2026-06-02";"Card"
"P002743";"G02577";124;86.96;"2026-06-02";"Card"
"P002744";"G02578";219;25.68;"2026-01-09";"Stripe"
"P002745";"G02579";105;256.4;"2026-06-03";"Card"
"P002746";"G02580";516;57.18;"2026-04-08";"Stripe"
"P002747";"G02581";104;31.97;"2026-02-05";"Card"
"P002748";"G02581";104;21.44;"2026-02-02";"Stripe"
"P002749";"G02582";324;50.16;"2026-02-21";"Card"
"P002750";"G02584";334;376.5;"2026-03-08";"Cash"
"P002751";"G02586";117;331.13;"2026-05-14";"Card"
"P002752";"G02587";214;41.5;"2026-06-08";"Card"
"P002753";"G02587";214;45.98;"2026-06-09";"Card"
"P002754";"G02588";522;321.95;"2026-02-09";"Card"
"P002755";"G02589";421;229.21;"2026-04-06";"Card"
"P002756";"G02590";326;101.18;"2026-02-11";"Stripe"
"P002757";"G02591";220;138.52;"2026-06-01";"Card"
"P002758";"G02592";113;220.57;"2026-06-12";"Cash"
"P002759";"G02593";332;105.9;"2026-06-25";"Card"
"P002760";"G02596";314;218.68;"2026-02-13";"Card"
"P002761";"G02597";406;47.35;"2026-03-06";"Card"
"P002762";"G02598";515;87.51;"2026-03-27";"Card"
"P002763";"G02599";502;45.15;"2026-06-19";"Card"
"P002764";"G02600";418;104.12;"2026-05-17";"Stripe"
"P002765";"G02601";125;156.1;"2026-03-02";"Card"
"P002766";"G02602";207;13.3;"2026-05-21";"Card"
"P002767";"G02602";207;22.63;"2026-05-21";"Card"
"P002768";"G02603";210;161.62;"2026-01-05";"Card"
"P002769";"G02604";521;361.15;"2026-06-26";"Card"
"P002770";"G02605";521;107.97;"2026-03-01";"Card"
"P002771";"G02606";510;141.73;"2026-03-16";"Stripe"
"P002772";"G02607";228;74.32;"2026-05-06";"Stripe"
"P002773";"G02608";107;125.54;"2026-02-16";"Cash"
"P002774";"G02608";107;99.8;"2026-02-20";"Card"
"P002775";"G02609";117;31.58;"2026-01-13";"Card"
"P002776";"G02609";117;37.6;"2026-01-13";"Card"
"P002777";"G02611";408;103.46;"2026-04-15";"Stripe"
"P002778";"G02612";216;27.59;"2026-05-14";"Stripe"
"P002779";"G02613";104;91.81;"2026-02-13";"Stripe"
"P002780";"G02614";522;40.95;"2026-05-28";"Card"
"P002781";"G02614";522;51.14;"2026-06-01";"Card"
"P002782";"G02615";317;22.66;"2026-01-31";"Card"
"P002783";"G02616";316;99.84;"2026-02-12";"Card"
"P002784";"G02617";501;137.75;"2026-01-08";"Card"
"P002785";"G02618";214;97.34;"2026-05-03";"Card"
"P002786";"G02618";214;133.37;"2026-05-03";"Card"
"P002787";"G02619";128;0.64;"2026-03-17";"Cash"
"P002788";"G02620";119;40.7;"2026-04-10";"Card"
"P002789";"G02620";119;40.98;"2026-04-10";"Stripe"
"P002790";"G02621";333;59.8;"2026-01-05";"Card"
"P002791";"G02623";113;130.76;"2026-04-06";"Card"
"P002792";"G02624";332;136.4;"2026-06-17";"Card"
"P002793";"G02625";528;73.68;"2026-02-13";"Cash"
"P002794";"G02626";109;73.27;"2026-06-08";"Card"
"P002795";"G02627";506;192.57;"2026-05-21";"Card"
"P002796";"G02628";109;82.81;"2026-02-04";"Stripe"
"P002797";"G02629";421;15.43;"2026-05-30";"Card"
"P002798";"G02629";421;14.99;"2026-05-30";"Stripe"
"P002799";"G02631";422;209.17;"2026-01-26";"Card"
"P002800";"G02632";515;361.55;"2026-01-02";"Cash"
"P002801";"G02633";233;193.11;"2026-03-02";"Card"
"P002802";"G02634";227;65.03;"2026-02-05";"Stripe"
"P002803";"G02635";434;48.82;"2026-04-24";"Cash"
"P002804";"G02636";523;9.52;"2026-06-03";"Card"
"P002805";"G02637";507;128.14;"2026-04-15";"Cash"
"P002806";"G02638";514;84.28;"2026-04-17";"Card"
"P002807";"G02640";206;222.85;"2026-02-07";"Card"
"P002808";"G02641";302;44.51;"2026-06-09";"Stripe"
"P002809";"G02642";131;107.73;"2026-03-27";"Card"
"P002810";"G02643";328;15.18;"2026-02-28";"Card"
"P002811";"G02644";132;229.53;"2026-05-12";"Card"
"P002812";"G02645";328;84.1;"2026-05-03";"Stripe"
"P002813";"G02646";517;55.39;"2026-04-07";"Card"
"P002814";"G02646";517;118.54;"2026-04-07";"Card"
"P002815";"G02647";516;90.72;"2026-03-17";"Card"
"P002816";"G02648";333;83.01;"2026-03-29";"Card"
"P002817";"G02649";223;31.46;"2026-06-18";"Cash"
"P002818";"G02650";320;119.57;"2026-05-24";"Card"
"P002819";"G02651";403;32.42;"2026-04-06";"Card"
"P002820";"G02652";414;32.79;"2026-02-16";"Card"
"P002821";"G02653";318;33.93;"2026-05-01";"Cash"
"P002822";"G02654";106;126.3;"2026-06-18";"Card"
"P002823";"G02655";127;20.93;"2026-04-08";"Card"
"P002824";"G02656";420;162.63;"2026-02-08";"Card"
"P002825";"G02656";420;119.68;"2026-02-08";"Stripe"
"P002826";"G02656";420;69.02;"2026-02-08";"Card"
"P002827";"G02657";427;55.13;"2026-06-02";"Card"
"P002828";"G02657";427;80.41;"2026-06-02";"Card"
"P002829";"G02658";227;172.22;"2026-06-21";"Card"
"P002830";"G02660";116;10.86;"2026-06-19";"Card"
"P002831";"G02661";317;229.65;"2026-03-13";"Card"
"P002832";"G02662";513;291.76;"2026-02-06";"Card"
"P002833";"G02663";314;88.04;"2026-06-07";"Card"
"P002834";"G02663";314;126.26;"2026-06-03";"Card"
"P002835";"G02664";112;162.92;"2026-03-10";"Cash"
"P002836";"G02665";302;20.96;"2026-03-07";"Card"
"P002837";"G02665";302;11.67;"2026-03-07";"Card"
"P002838";"G02667";431;39.34;"2026-04-13";"Card"
"P002839";"G02668";320;92.63;"2026-05-30";"Card"
"P002840";"G02669";104;27.09;"2026-01-12";"Card"
"P002841";"G02671";215;106.81;"2026-03-21";"Card"
"P002842";"G02672";429;188.36;"2026-06-03";"Card"
"P002843";"G02673";212;333.35;"2026-02-16";"Card"
"P002844";"G02674";210;26.64;"2026-04-28";"Card"
"P002845";"G02675";304;69.56;"2026-04-04";"Card"
"P002846";"G02676";330;132.93;"2026-06-30";"Card"
"P002847";"G02678";520;62.43;"2026-04-28";"Cash"
"P002848";"G02679";411;180.24;"2026-03-27";"Card"
"P002849";"G02681";501;140.19;"2026-05-11";"Card"
"P002850";"G02682";329;39.75;"2026-04-24";"Card"
"P002851";"G02682";329;39.62;"2026-04-24";"Card"
"P002852";"G02683";305;15.06;"2026-02-01";"Card"
"P002853";"G02683";305;10.18;"2026-01-29";"Stripe"
"P002854";"G02684";524;54.38;"2026-06-05";"Stripe"
"P002855";"G02685";132;219.11;"2026-03-18";"Card"
"P002856";"G02686";527;29.71;"2026-03-14";"Stripe"
"P002857";"G02687";426;110.07;"2026-05-22";"Card"
"P002858";"G02688";201;94.52;"2026-03-06";"Cash"
"P002859";"G02689";431;296.13;"2026-04-15";"Stripe"
"P002860";"G02690";225;6.06;"2026-06-25";"Card"
"P002861";"G02690";225;18.03;"2026-06-22";"Cash"
"P002862";"G02691";523;73.6;"2026-03-13";"Card"
"P002863";"G02691";523;39.49;"2026-03-13";"Stripe"
"P002864";"G02691";523;63.15;"2026-03-07";"Stripe"
"P002865";"G02692";520;180.6;"2026-02-15";"Card"
"P002866";"G02693";314;170.26;"2026-02-28";"Card"
"P002867";"G02694";509;169.92;"2026-05-07";"Card"
"P002868";"G02695";418;289.64;"2026-01-12";"Stripe"
"P002869";"G02696";525;113.52;"2026-06-16";"Stripe"
"P002870";"G02697";311;30.67;"2026-02-23";"Card"
"P002871";"G02699";233;21.05;"2026-05-27";"Stripe"
"P002872";"G02699";233;23.01;"2026-05-30";"Card"
"P002873";"G02700";310;62.35;"2026-04-13";"Cash"
"P002874";"G02701";229;64.39;"2026-04-02";"Card"
"P002875";"G02701";229;55.1;"2026-04-01";"Cash"
"P002876";"G02702";422;149.24;"2026-01-24";"Stripe"
"P002877";"G02703";201;201.24;"2026-04-13";"Card"
"P002878";"G02704";131;109.4;"2026-05-19";"Stripe"
"P002879";"G02705";108;29.45;"2026-01-28";"Card"
"P002880";"G02705";108;26.68;"2026-01-28";"Stripe"
"P002881";"G02705";108;50.24;"2026-01-28";"Card"
"P002882";"G02706";432;87.86;"2026-06-12";"Card"
"P002883";"G02707";129;40.11;"2026-04-07";"Stripe"
"P002884";"G02707";129;60.89;"2026-04-01";"Card"
"P002885";"G02708";333;90.01;"2026-04-23";"Card"
"P002886";"G02709";516;70.88;"2026-06-27";"Stripe"
"P002887";"G02710";405;245.63;"2026-06-19";"Stripe"
"P002888";"G02711";121;51.66;"2026-02-24";"Card"
"P002889";"G02712";219;5.52;"2026-06-13";"Card"
"P002890";"G02714";223;185.27;"2026-02-19";"Card"
"P002891";"G02715";223;3.34;"2026-05-30";"Card"
"P002892";"G02715";223;1.97;"2026-05-26";"Cash"
"P002893";"G02716";209;56.2;"2026-02-03";"Stripe"
"P002894";"G02717";428;45.52;"2026-03-26";"Card"
"P002895";"G02718";231;41.05;"2026-02-21";"Card"
"P002896";"G02719";430;172.57;"2026-01-06";"Stripe"
"P002897";"G02720";129;20.53;"2026-06-15";"Card"
"P002898";"G02721";226;20.81;"2026-01-07";"Card"
"P002899";"G02721";226;24.52;"2026-01-07";"Card"
"P002900";"G02721";226;29.98;"2026-01-07";"Card"
"P002901";"G02723";216;112.65;"2026-03-26";"Stripe"
"P002902";"G02723";216;100.65;"2026-03-26";"Card"
"P002903";"G02724";234;132.14;"2026-03-15";"Stripe"
"P002904";"G02725";505;105.94;"2026-05-10";"Stripe"
"P002905";"G02725";505;151.17;"2026-05-10";"Card"
"P002906";"G02726";417;233.26;"2026-03-10";"Stripe"
"P002907";"G02727";123;45.21;"2026-05-17";"Stripe"
"P002908";"G02727";123;51.22;"2026-05-17";"Stripe"
"P002909";"G02728";415;43.76;"2026-04-24";"Card"
"P002910";"G02728";415;26.97;"2026-04-24";"Card"
"P002911";"G02728";415;33.41;"2026-04-24";"Card"
"P002912";"G02730";410;1.28;"2026-05-03";"Stripe"
"P002913";"G02730";410;3.29;"2026-05-03";"Card"
"P002914";"G02733";120;212.37;"2026-04-13";"Stripe"
"P002915";"G02734";327;21.37;"2026-01-28";"Card"
"P002916";"G02734";327;56.39;"2026-01-29";"Card"
"P002917";"G02735";214;94.65;"2026-02-08";"Stripe"
"P002918";"G02735";214;62.03;"2026-02-08";"Stripe"
"P002919";"G02736";132;31.79;"2026-05-08";"Card"
"P002920";"G02737";416;8.05;"2026-04-25";"Card"
"P002921";"G02737";416;19.61;"2026-04-25";"Card"
"P002922";"G02739";106;5.45;"2026-01-24";"Card"
"P002923";"G02740";417;205.88;"2026-06-19";"Stripe"
"P002924";"G02741";205;46.39;"2026-01-17";"Stripe"
"P002925";"G02741";205;134.65;"2026-01-19";"Stripe"
"P002926";"G02742";519;160.63;"2026-05-04";"Card"
"P002927";"G02743";223;164.46;"2026-05-09";"Card"
"P002928";"G02744";227;14.02;"2026-03-30";"Stripe"
"P002929";"G02744";227;9.95;"2026-03-29";"Stripe"
"P002930";"G02744";227;27.41;"2026-03-30";"Card"
"P002931";"G02745";434;189.18;"2026-04-10";"Stripe"
"P002932";"G02746";407;38.2;"2026-04-19";"Stripe"
"P002933";"G02746";407;54.32;"2026-04-19";"Stripe"
"P002934";"G02748";127;60.23;"2026-06-22";"Card"
"P002935";"G02749";419;26.49;"2026-01-07";"Card"
"P002936";"G02749";419;31.93;"2026-01-05";"Card"
"P002937";"G02752";115;101.77;"2026-02-28";"Card"
"P002938";"G02753";119;240.49;"2026-06-23";"Card"
"P002939";"G02754";115;190.36;"2026-06-16";"Card"
"P002940";"G02755";404;42.46;"2026-03-18";"Card"
"P002941";"G02755";404;91.29;"2026-03-18";"Card"
"P002942";"G02757";515;107.08;"2026-04-01";"Card"
"P002943";"G02758";101;205.36;"2026-02-19";"Card"
"P002944";"G02759";324;180.6;"2026-03-06";"Card"
"P002945";"G02760";320;15.34;"2026-05-04";"Card"
"P002946";"G02761";516;109.38;"2026-04-28";"Card"
"P002947";"G02762";122;33.58;"2026-02-10";"Cash"
"P002948";"G02763";529;155.19;"2026-03-17";"Card"
"P002949";"G02763";529;89.81;"2026-03-17";"Card"
"P002950";"G02763";529;73.65;"2026-03-17";"Card"
"P002951";"G02764";314;162.74;"2026-06-17";"Card"
"P002952";"G02765";327;36.03;"2026-01-15";"Card"
"P002953";"G02766";119;52.64;"2026-04-09";"Card"
"P002954";"G02767";221;111.45;"2026-03-29";"Stripe"
"P002955";"G02769";516;171.6;"2026-04-04";"Card"
"P002956";"G02770";101;41.29;"2026-03-06";"Stripe"
"P002957";"G02771";528;214.0;"2026-04-20";"Card"
"P002958";"G02772";122;11.51;"2026-03-01";"Card"
"P002959";"G02773";330;101.61;"2026-06-06";"Card"
"P002960";"G02774";407;184.95;"2026-01-08";"Card"
"P002961";"G02775";508;307.45;"2026-02-19";"Stripe"
"P002962";"G02777";433;43.37;"2026-01-24";"Stripe"
"P002963";"G02777";433;8.54;"2026-01-24";"Stripe"
"P002964";"G02777";433;23.28;"2026-01-24";"Card"
"P002965";"G02778";416;32.31;"2026-03-05";"Cash"
"P002966";"G02779";118;60.61;"2026-01-25";"Card"
"P002967";"G02779";118;75.03;"2026-01-22";"Stripe"
"P002968";"G02780";310;121.14;"2026-02-19";"Stripe"
"P002969";"G02781";428;7.62;"2026-04-25";"Card"
"P002970";"G02783";524;65.81;"2026-06-02";"Cash"
"P002971";"G02785";422;49.63;"2026-01-10";"Card"
"P002972";"G02787";415;133.04;"2026-04-18";"Card"
"P002973";"G02788";225;104.4;"2026-05-08";"Cash"
"P002974";"G02790";320;154.97;"2026-06-12";"Card"
"P002975";"G02791";511;299.12;"2026-01-21";"Card"
"P002976";"G02792";127;38.72;"2026-03-24";"Card"
"P002977";"G02794";522;83.79;"2026-02-11";"Stripe"
"P002978";"G02795";323;147.53;"2026-01-23";"Card"
"P002979";"G02796";114;12.46;"2026-03-07";"Cash"
"P002980";"G02796";114;25.47;"2026-03-11";"Card"
"P002981";"G02797";404;88.76;"2026-01-26";"Stripe"
"P002982";"G02799";131;52.13;"2026-02-07";"Card"
"P002983";"G02799";131;65.16;"2026-02-07";"Card"
"P002984";"G02800";124;90.04;"2026-03-28";"Stripe"
"P002985";"G02801";102;66.56;"2026-02-01";"Stripe"
"P002986";"G02801";102;135.6;"2026-02-01";"Card"
"P002987";"G02802";524;176.7;"2026-06-14";"Card"
"P002988";"G02802";524;95.22;"2026-06-14";"Card"
"P002989";"G02803";122;4.0;"2026-03-10";"Card"
"P002990";"G02804";134;12.52;"2026-06-16";"Card"
"P002991";"G02804";134;13.36;"2026-06-16";"Card"
"P002992";"G02804";134;8.88;"2026-06-11";"Card"
"P002993";"G02805";434;68.2;"2026-04-12";"Card"
"P002994";"G02806";224;25.75;"2026-03-21";"Card"
"P002995";"G02807";228;128.16;"2026-02-15";"Card"
"P002996";"G02807";228;119.86;"2026-02-15";"Card"
"P002997";"G02808";103;18.54;"2026-06-19";"Stripe"
"P002998";"G02809";526;34.98;"2026-06-24";"Stripe"
"P002999";"G02811";308;144.12;"2026-02-27";"Card"
"P003000";"G02812";334;54.07;"2026-01-16";"Card"
"P003001";"G02813";425;294.44;"2026-05-05";"Card"
"P003002";"G02814";127;126.35;"2026-06-12";"Card"
"P003003";"G02815";519;92.4;"2026-05-16";"Card"
"P003004";"G02816";508;113.46;"2026-05-04";"Card"
"P003005";"G02817";223;146.24;"2026-01-28";"Card"
"P003006";"G02818";505;73.93;"2026-03-29";"Card"
"P003007";"G02819";118;279.44;"2026-04-12";"Stripe"
"P003008";"G02820";515;159.89;"2026-03-15";"Stripe"
"P003009";"G02821";526;20.2;"2026-02-12";"Stripe"
"P003010";"G02822";218;143.25;"2026-05-07";"Stripe"
"P003011";"G02823";519;137.27;"2026-05-03";"Card"
"P003012";"G02824";301;129.17;"2026-05-16";"Card"
"P003013";"G02825";401;188.36;"2026-06-07";"Stripe"
"P003014";"G02826";420;109.28;"2026-04-13";"Card"
"P003015";"G02826";420;87.98;"2026-04-13";"Stripe"
"P003016";"G02827";214;94.53;"2026-01-19";"Stripe"
"P003017";"G02827";214;120.79;"2026-01-19";"Card"
"P003018";"G02829";325;10.0;"2026-04-03";"Stripe"
"P003019";"G02829";325;22.94;"2026-04-03";"Stripe"
"P003020";"G02830";509;166.92;"2026-01-04";"Stripe"
"P003021";"G02831";531;22.2;"2026-06-01";"Card"
"P003022";"G02831";531;4.58;"2026-06-01";"Card"
"P003023";"G02831";531;12.82;"2026-06-01";"Card"
"P003024";"G02832";111;193.86;"2026-06-06";"Stripe"
"P003025";"G02834";228;16.94;"2026-04-04";"Stripe"
"P003026";"G02835";434;67.37;"2026-01-14";"Card"
"P003027";"G02835";434;48.82;"2026-01-14";"Card"
"P003028";"G02835";434;42.0;"2026-01-17";"Card"
"P003029";"G02836";310;7.02;"2026-03-15";"Card"
"P003030";"G02837";406;115.11;"2026-06-20";"Stripe"
"P003031";"G02839";117;77.27;"2026-03-30";"Card"
"P003032";"G02839";117;103.79;"2026-03-30";"Card"
"P003033";"G02840";331;105.79;"2026-06-10";"Card"
"P003034";"G02841";428;276.16;"2026-01-28";"Card"
"P003035";"G02842";514;24.04;"2026-02-04";"Stripe"
"P003036";"G02842";514;24.3;"2026-02-04";"Card"
"P003037";"G02843";218;16.72;"2026-02-19";"Stripe"
"P003038";"G02844";329;34.82;"2026-05-28";"Card"
"P003039";"G02846";122;49.16;"2026-05-22";"Card"
"P003040";"G02847";215;136.68;"2026-03-29";"Card"
"P003041";"G02848";301;112.46;"2026-01-09";"Cash"
"P003042";"G02849";334;126.21;"2026-03-19";"Card"
"P003043";"G02850";506;71.78;"2026-02-05";"Card"
"P003044";"G02851";516;117.7;"2026-06-05";"Card"
"P003045";"G02852";318;117.41;"2026-03-21";"Card"
"P003046";"G02853";411;303.22;"2026-02-01";"Stripe"
"P003047";"G02854";404;315.22;"2026-04-16";"Cash"
"P003048";"G02856";511;58.28;"2026-01-25";"Card"
"P003049";"G02857";103;183.06;"2026-01-06";"Card"
"P003050";"G02858";515;32.71;"2026-05-07";"Card"
"P003051";"G02859";109;20.83;"2026-01-04";"Card"
"P003052";"G02860";218;65.64;"2026-01-13";"Card"
"P003053";"G02861";216;132.63;"2026-06-16";"Card"
"P003054";"G02862";512;151.05;"2026-05-18";"Card"
"P003055";"G02863";333;52.14;"2026-03-18";"Stripe"
"P003056";"G02864";527;74.21;"2026-03-26";"Card"
"P003057";"G02864";527;212.27;"2026-03-27";"Stripe"
"P003058";"G02865";525;104.94;"2026-04-15";"Card"
"P003059";"G02866";129;116.86;"2026-04-30";"Card"
"P003060";"G02867";219;554.12;"2026-04-20";"Stripe"
"P003061";"G02868";331;20.51;"2026-01-11";"Card"
"P003062";"G02869";306;46.28;"2026-01-28";"Stripe"
"P003063";"G02869";306;47.54;"2026-01-21";"Card"
"P003064";"G02870";227;18.74;"2026-04-05";"Stripe"
"P003065";"G02870";227;41.72;"2026-04-03";"Stripe"
"P003066";"G02871";331;168.45;"2026-03-22";"Stripe"
"P003067";"G02873";319;193.14;"2026-01-24";"Card"
"P003068";"G02874";201;213.42;"2026-05-05";"Cash"
"P003069";"G02875";430;5.0;"2026-03-17";"Card"
"P003070";"G02876";429;123.82;"2026-06-05";"Card"
"P003071";"G02877";323;102.08;"2026-03-13";"Stripe"
"P003072";"G02878";412;4.71;"2026-06-03";"Card"
"P003073";"G02878";412;4.99;"2026-06-04";"Card"
"P003074";"G02879";319;171.9;"2026-02-23";"Stripe"
"P003075";"G02880";110;185.13;"2026-06-14";"Card"
"P003076";"G02880";110;247.8;"2026-06-14";"Stripe"
"P003077";"G02881";411;20.95;"2026-03-06";"Card"
"P003078";"G02881";411;57.1;"2026-03-06";"Card"
"P003079";"G02882";320;176.41;"2026-01-10";"Card"
"P003080";"G02883";403;15.44;"2026-03-30";"Stripe"
"P003081";"G02884";414;59.9;"2026-04-25";"Cash"
"P003082";"G02884";414;80.23;"2026-04-25";"Stripe"
"P003083";"G02887";419;47.85;"2026-03-30";"Stripe"
"P003084";"G02887";419;113.9;"2026-03-30";"Card"
"P003085";"G02888";120;100.56;"2026-01-04";"Card"
"P003086";"G02889";133;18.73;"2026-06-12";"Stripe"
"P003087";"G02890";429;253.3;"2026-04-28";"Card"
"P003088";"G02892";528;26.79;"2026-01-27";"Card"
"P003089";"G02892";528;26.81;"2026-01-29";"Card"
"P003090";"G02893";322;6.32;"2026-04-05";"Stripe"
"P003091";"G02894";132;73.18;"2026-06-16";"Stripe"
"P003092";"G02894";132;138.86;"2026-06-19";"Stripe"
"P003093";"G02895";425;186.59;"2026-04-14";"Card"
"P003094";"G02896";402;17.01;"2026-05-09";"Card"
"P003095";"G02896";402;24.27;"2026-05-06";"Card"
"P003096";"G02897";420;102.77;"2026-05-09";"Cash"
"P003097";"G02898";411;384.64;"2026-04-15";"Card"
"P003098";"G02899";225;120.22;"2026-03-24";"Card"
"P003099";"G02900";411;62.52;"2026-04-15";"Card"
"P003100";"G02901";434;51.23;"2026-02-28";"Card"
"P003101";"G02902";127;72.74;"2026-05-11";"Card"
"P003102";"G02903";226;19.29;"2026-03-01";"Card"
"P003103";"G02903";226;25.65;"2026-03-01";"Stripe"
"P003104";"G02904";308;231.92;"2026-04-21";"Cash"
"P003105";"G02905";118;167.37;"2026-03-21";"Card"
"P003106";"G02908";428;54.36;"2026-05-29";"Cash"
"P003107";"G02910";428;6.42;"2026-05-18";"Stripe"
"P003108";"G02911";528;122.96;"2026-02-21";"Card"
"P003109";"G02912";517;143.78;"2026-05-13";"Card"
"P003110";"G02913";532;45.31;"2026-02-16";"Stripe"
"P003111";"G02913";532;68.49;"2026-02-15";"Stripe"
"P003112";"G02914";510;109.75;"2026-01-04";"Card"
"P003113";"G02914";510;171.09;"2026-01-04";"Card"
"P003114";"G02915";524;171.95;"2026-05-12";"Cash"
"P003115";"G02916";115;285.22;"2026-03-25";"Card"
"P003116";"G02917";416;135.62;"2026-04-25";"Cash"
"P003117";"G02918";529;38.52;"2026-03-07";"Card"
"P003118";"G02918";529;6.59;"2026-03-04";"Card"
"P003119";"G02918";529;19.63;"2026-03-07";"Stripe"
"P003120";"G02919";501;30.73;"2026-01-12";"Card"
"P003121";"G02919";501;34.8;"2026-01-12";"Card"
"P003122";"G02920";423;99.12;"2026-04-28";"Card"
"P003123";"G02920";423;64.01;"2026-04-28";"Card"
"P003124";"G02921";219;45.31;"2026-01-16";"Card"
"P003125";"G02922";314;119.22;"2026-06-18";"Card"
"P003126";"G02923";225;7.37;"2026-06-23";"Card"
"P003127";"G02924";529;122.38;"2026-04-03";"Card"
"P003128";"G02926";409;148.99;"2026-03-03";"Card"
"P003129";"G02927";516;293.91;"2026-05-26";"Stripe"
"P003130";"G02928";527;217.35;"2026-06-05";"Card"
"P003131";"G02931";328;23.11;"2026-01-30";"Card"
"P003132";"G02931";328;42.2;"2026-01-29";"Card"
"P003133";"G02932";305;187.06;"2026-05-21";"Card"
"P003134";"G02933";504;124.0;"2026-04-25";"Card"
"P003135";"G02935";404;76.59;"2026-01-03";"Card"
"P003136";"G02936";308;66.72;"2026-06-15";"Stripe"
"P003137";"G02936";308;47.15;"2026-06-15";"Card"
"P003138";"G02937";201;58.87;"2026-03-25";"Card"
"P003139";"G02937";201;85.56;"2026-03-25";"Card"
"P003140";"G02938";421;54.23;"2026-01-30";"Card"
"P003141";"G02940";134;62.04;"2026-01-22";"Stripe"
"P003142";"G02941";516;74.18;"2026-02-28";"Cash"
"P003143";"G02941";516;198.89;"2026-02-28";"Card"
"P003144";"G02942";419;150.56;"2026-04-23";"Card"
"P003145";"G02943";119;85.42;"2026-03-25";"Card"
"P003146";"G02944";234;66.95;"2026-05-17";"Stripe"
"P003147";"G02945";221;68.27;"2026-05-16";"Card"
"P003148";"G02945";221;123.22;"2026-05-16";"Card"
"P003149";"G02946";320;22.68;"2026-01-16";"Card"
"P003150";"G02946";320;13.52;"2026-01-12";"Cash"
"P003151";"G02946";320;29.26;"2026-01-12";"Card"
"P003152";"G02947";230;14.98;"2026-01-29";"Card"
"P003153";"G02948";528;3.45;"2026-04-07";"Card"
"P003154";"G02948";528;1.62;"2026-04-11";"Card"
"P003155";"G02948";528;4.4;"2026-04-11";"Card"
"P003156";"G02949";513;8.4;"2026-06-16";"Stripe"
"P003157";"G02950";134;120.0;"2026-01-30";"Card"
"P003158";"G02951";306;137.83;"2026-01-15";"Card"
"P003159";"G02952";120;453.21;"2026-04-07";"Stripe"
"P003160";"G02953";306;66.08;"2026-04-07";"Stripe"
"P003161";"G02955";408;106.82;"2026-05-20";"Card"
"P003162";"G02955";408;169.67;"2026-05-20";"Stripe"
"P003163";"G02956";208;317.18;"2026-05-19";"Cash"
"P003164";"G02957";317;9.96;"2026-05-21";"Cash"
"P003165";"G02957";317;5.01;"2026-05-21";"Card"
"P003166";"G02957";317;4.07;"2026-05-21";"Card"
"P003167";"G02958";522;87.67;"2026-03-19";"Card"
"P003168";"G02959";315;91.67;"2026-06-29";"Card"
"P003169";"G02959";315;260.45;"2026-06-29";"Card"
"P003170";"G02960";310;82.97;"2026-04-29";"Card"
"P003171";"G02960";310;128.41;"2026-04-29";"Card"
"P003172";"G02963";224;37.24;"2026-05-16";"Card"
"P003173";"G02964";104;20.47;"2026-04-06";"Card"
"P003174";"G02965";327;85.26;"2026-02-09";"Card"
"P003175";"G02965";327;93.32;"2026-02-09";"Cash"
"P003176";"G02966";104;17.32;"2026-06-16";"Card"
"P003177";"G02966";104;19.37;"2026-06-16";"Stripe"
"P003178";"G02967";328;249.9;"2026-06-26";"Card"
"P003179";"G02968";325;164.22;"2026-03-19";"Stripe"
"P003180";"G02969";220;352.79;"2026-04-25";"Card"
"P003181";"G02970";519;189.27;"2026-03-16";"Card"
"P003182";"G02971";130;86.96;"2026-05-07";"Cash"
"P003183";"G02972";118;140.43;"2026-06-28";"Card"
"P003184";"G02973";117;184.89;"2026-04-23";"Card"
"P003185";"G02974";226;86.09;"2026-03-12";"Cash"
"P003186";"G02975";310;41.28;"2026-04-08";"Stripe"
"P003187";"G02976";332;14.19;"2026-03-05";"Stripe"
"P003188";"G02976";332;32.96;"2026-03-05";"Card"
"P003189";"G02978";326;45.66;"2026-06-07";"Stripe"
"P003190";"G02979";316;173.65;"2026-02-14";"Stripe"
"P003191";"G02980";411;39.01;"2026-04-22";"Cash"
"P003192";"G02980";411;34.0;"2026-04-22";"Stripe"
"P003193";"G02980";411;62.26;"2026-04-21";"Card"
"P003194";"G02981";225;83.55;"2026-02-09";"Stripe"
"P003195";"G02982";526;13.29;"2026-02-12";"Cash"
"P003196";"G02983";415;374.72;"2026-04-02";"Card"
