"transaction_id";"transaction_date";"guest_id";"room_number";"outlet";"charge_amount"
"FB003746";"2026-03-13";"G02755";404;"Room Service";51.0
"FB003747";"2026-03-14";"G02755";404;"Breakfast";23.0
"FB003748";"2026-03-13";"G02755";404;"Breakfast";28.0
"FB003749";"2026-02-17";"G02758";101;"Breakfast";23.0
"FB003750";"2026-02-19";"G02758";101;"Room Service";84.0
"FB003751";"2026-02-17";"G02758";101;"Restaurant & Bar";87.0
"FB003752";"2026-03-06";"G02759";324;"Breakfast";18.0
"FB003753";"2026-03-06";"G02759";324;"Restaurant & Bar";33.0
"FB003754";"2026-03-06";"G02759";324;"Restaurant & Bar";64.0
"FB003755";"2026-04-27";"G02761";516;"Breakfast";22.0
"FB003756";"2026-02-08";"G02762";122;"Restaurant & Bar";95.0
"FB003757";"2026-03-16";"G02763";529;"Restaurant & Bar";102.0
"FB003758";"2026-03-15";"G02763";529;"Room Service";58.0
"FB003759";"2026-03-17";"G02763";529;"Restaurant & Bar";88.0
"FB003760";"2026-04-07";"G02766";119;"Restaurant & Bar";45.0
"FB003761";"2026-03-27";"G02767";221;"Restaurant & Bar";73.0
"FB003762";"2026-03-29";"G02767";221;"Restaurant & Bar";39.0
"FB003763";"2026-04-03";"G02769";516;"Room Service";58.0
"FB003764";"2026-04-03";"G02769";516;"Room Service";82.0
"FB003765";"2026-03-31";"G02769";516;"Restaurant & Bar";66.0
"FB003766";"2026-06-05";"G02773";330;"Room Service";27.0
"FB003767";"2026-06-06";"G02773";330;"Room Service";75.0
"FB003768";"2026-01-07";"G02774";407;"Restaurant & Bar";33.0
"FB003769";"2026-02-19";"G02775";508;"Restaurant & Bar";61.0
"FB003770";"2026-02-21";"G02775";508;"Restaurant & Bar";95.0
"FB003771";"2026-02-23";"G02775";508;"Restaurant & Bar";50.0
"FB003772";"2026-02-19";"G02775";508;"Restaurant & Bar";29.0
"FB003773";"2026-06-29";"G02776";233;"Restaurant & Bar";23.0
"FB003774";"2026-02-15";"G02780";310;"Restaurant & Bar";60.0
"FB003775";"2026-04-23";"G02781";428;"Breakfast";28.0
"FB003776";"2026-01-30";"G02782";104;"Restaurant & Bar";80.0
"FB003777";"2026-02-01";"G02782";104;"Breakfast";26.0
"FB003778";"2026-05-31";"G02783";524;"Restaurant & Bar";66.0
"FB003779";"2026-06-20";"G02784";307;"Breakfast";23.0
"FB003780";"2026-01-10";"G02785";422;"Room Service";37.0
"FB003781";"2026-01-05";"G02785";422;"Room Service";68.0
"FB003782";"2026-04-19";"G02787";415;"Breakfast";30.0
"FB003783";"2026-04-18";"G02787";415;"Restaurant & Bar";36.0
"FB003784";"2026-06-10";"G02790";320;"Breakfast";32.0
"FB003785";"2026-01-20";"G02791";511;"Room Service";82.0
"FB003786";"2026-01-17";"G02791";511;"Restaurant & Bar";66.0
"FB003787";"2026-01-16";"G02791";511;"Breakfast";36.0
"FB003788";"2026-05-04";"G02793";523;"Restaurant & Bar";92.0
"FB003789";"2026-05-08";"G02793";523;"Room Service";54.0
"FB003790";"2026-02-08";"G02794";522;"Restaurant & Bar";112.0
"FB003791";"2026-02-09";"G02794";522;"Restaurant & Bar";57.0
"FB003792";"2026-02-08";"G02794";522;"Breakfast";22.0
"FB003793";"2026-01-25";"G02797";404;"Restaurant & Bar";80.0
"FB003794";"2026-02-06";"G02799";131;"Breakfast";15.0
"FB003795";"2026-02-06";"G02799";131;"Room Service";54.0
"FB003796";"2026-03-26";"G02800";124;"Restaurant & Bar";107.0
"FB003797";"2026-03-27";"G02800";124;"Restaurant & Bar";70.0
"FB003798";"2026-06-13";"G02802";524;"Restaurant & Bar";68.0
"FB003799";"2026-06-14";"G02802";524;"Restaurant & Bar";102.0
"FB003800";"2026-06-14";"G02802";524;"Restaurant & Bar";102.0
"FB003801";"2026-02-15";"G02807";228;"Breakfast";35.0
"FB003802";"2026-02-14";"G02807";228;"Restaurant & Bar";60.0
"FB003803";"2026-05-29";"G02810";122;"Restaurant & Bar";63.0
"FB003804";"2026-05-28";"G02810";122;"Restaurant & Bar";95.0
"FB003805";"2026-05-29";"G02810";122;"Breakfast";17.0
"FB003806";"2026-01-14";"G02812";334;"Restaurant & Bar";106.0
"FB003807";"2026-05-04";"G02813";425;"Restaurant & Bar";42.0
"FB003808";"2026-05-05";"G02813";425;"Restaurant & Bar";47.0
"FB003809";"2026-05-04";"G02813";425;"Restaurant & Bar";74.0
"FB003810";"2026-05-03";"G02813";425;"Restaurant & Bar";94.0
"FB003811";"2026-05-04";"G02813";425;"Room Service";21.0
"FB003812";"2026-05-16";"G02815";519;"Restaurant & Bar";47.0
"FB003813";"2026-03-29";"G02818";505;"Breakfast";14.0
"FB003814";"2026-03-27";"G02818";505;"Room Service";52.0
"FB003815";"2026-04-11";"G02819";118;"Restaurant & Bar";38.0
"FB003816";"2026-04-11";"G02819";118;"Room Service";78.0
"FB003817";"2026-04-12";"G02819";118;"Breakfast";26.0
"FB003818";"2026-04-09";"G02819";118;"Restaurant & Bar";31.0
"FB003819";"2026-03-14";"G02820";515;"Room Service";17.0
"FB003820";"2026-03-14";"G02820";515;"Room Service";64.0
"FB003821";"2026-03-14";"G02820";515;"Breakfast";22.0
"FB003822";"2026-02-11";"G02821";526;"Room Service";81.0
"FB003823";"2026-02-11";"G02821";526;"Restaurant & Bar";60.0
"FB003824";"2026-05-07";"G02822";218;"Restaurant & Bar";45.0
"FB003825";"2026-05-01";"G02822";218;"Breakfast";13.0
"FB003826";"2026-05-06";"G02822";218;"Room Service";75.0
"FB003827";"2026-05-01";"G02822";218;"Restaurant & Bar";28.0
"FB003828";"2026-05-03";"G02822";218;"Restaurant & Bar";79.0
"FB003829";"2026-05-02";"G02823";519;"Breakfast";23.0
"FB003830";"2026-05-11";"G02824";301;"Restaurant & Bar";65.0
"FB003831";"2026-06-04";"G02825";401;"Restaurant & Bar";111.0
"FB003832";"2026-06-03";"G02825";401;"Room Service";77.0
"FB003833";"2026-04-13";"G02826";420;"Restaurant & Bar";90.0
"FB003834";"2026-04-13";"G02826";420;"Restaurant & Bar";107.0
"FB003835";"2026-05-31";"G02828";331;"Restaurant & Bar";29.0
"FB003836";"2026-05-30";"G02828";331;"Restaurant & Bar";91.0
"FB003837";"2026-01-04";"G02830";509;"Restaurant & Bar";24.0
"FB003838";"2026-01-03";"G02830";509;"Restaurant & Bar";94.0
"FB003839";"2026-01-03";"G02830";509;"Restaurant & Bar";38.0
"FB003840";"2026-05-29";"G02831";531;"Breakfast";28.0
"FB003841";"2026-06-07";"G02840";331;"Room Service";68.0
"FB003842";"2026-06-10";"G02840";331;"Restaurant & Bar";61.0
"FB003843";"2026-01-27";"G02841";428;"Breakfast";29.0
"FB003844";"2026-01-27";"G02841";428;"Restaurant & Bar";110.0
"FB003845";"2026-02-18";"G02843";218;"Room Service";39.0
"FB003846";"2026-05-21";"G02846";122;"Breakfast";36.0
"FB003847";"2026-03-28";"G02847";215;"Restaurant & Bar";27.0
"FB003848";"2026-01-11";"G02848";301;"Restaurant & Bar";20.0
"FB003849";"2026-01-12";"G02848";301;"Breakfast";27.0
"FB003850";"2026-03-17";"G02849";334;"Restaurant & Bar";90.0
"FB003851";"2026-02-05";"G02850";506;"Room Service";36.0
"FB003852";"2026-03-20";"G02852";318;"Breakfast";36.0
"FB003853";"2026-03-20";"G02852";318;"Restaurant & Bar";29.0
"FB003854";"2026-02-03";"G02853";411;"Restaurant & Bar";67.0
"FB003855";"2026-02-03";"G02853";411;"Restaurant & Bar";99.0
"FB003856";"2026-02-02";"G02853";411;"Room Service";38.0
"FB003857";"2026-02-03";"G02853";411;"Restaurant & Bar";99.0
"FB003858";"2026-04-16";"G02854";404;"Restaurant & Bar";105.0
"FB003859";"2026-01-23";"G02856";511;"Restaurant & Bar";92.0
"FB003860";"2026-01-07";"G02857";103;"Restaurant & Bar";34.0
"FB003861";"2026-01-08";"G02857";103;"Restaurant & Bar";109.0
"FB003862";"2026-05-05";"G02858";515;"Room Service";56.0
"FB003863";"2026-05-02";"G02858";515;"Restaurant & Bar";110.0
"FB003864";"2026-01-04";"G02859";109;"Restaurant & Bar";58.0
"FB003865";"2026-01-04";"G02859";109;"Breakfast";23.0
"FB003866";"2026-06-14";"G02861";216;"Restaurant & Bar";35.0
"FB003867";"2026-06-13";"G02861";216;"Restaurant & Bar";60.0
"FB003868";"2026-05-18";"G02862";512;"Restaurant & Bar";49.0
"FB003869";"2026-03-27";"G02864";527;"Breakfast";22.0
"FB003870";"2026-03-26";"G02864";527;"Restaurant & Bar";103.0
"FB003871";"2026-04-13";"G02865";525;"Restaurant & Bar";32.0
"FB003872";"2026-04-18";"G02867";219;"Restaurant & Bar";61.0
"FB003873";"2026-04-18";"G02867";219;"Restaurant & Bar";101.0
"FB003874";"2026-04-19";"G02867";219;"Restaurant & Bar";71.0
"FB003875";"2026-04-20";"G02867";219;"Restaurant & Bar";115.0
"FB003876";"2026-04-04";"G02870";227;"Room Service";60.0
"FB003877";"2026-03-21";"G02871";331;"Restaurant & Bar";98.0
"FB003878";"2026-01-24";"G02873";319;"Room Service";72.0
"FB003879";"2026-01-23";"G02873";319;"Restaurant & Bar";77.0
"FB003880";"2026-05-04";"G02874";201;"Restaurant & Bar";82.0
"FB003881";"2026-05-04";"G02874";201;"Restaurant & Bar";42.0
"FB003882";"2026-03-17";"G02875";430;"Breakfast";16.0
"FB003883";"2026-03-15";"G02875";430;"Breakfast";37.0
"FB003884";"2026-06-04";"G02876";429;"Breakfast";25.0
"FB003885";"2026-03-12";"G02877";323;"Restaurant & Bar";44.0
"FB003886";"2026-06-14";"G02880";110;"Breakfast";20.0
"FB003887";"2026-06-13";"G02880";110;"Restaurant & Bar";100.0
"FB003888";"2026-06-14";"G02880";110;"Breakfast";24.0
"FB003889";"2026-06-12";"G02880";110;"Breakfast";26.0
"FB003890";"2026-06-13";"G02880";110;"Breakfast";30.0
"FB003891";"2026-01-08";"G02882";320;"Breakfast";19.0
"FB003892";"2026-01-08";"G02882";320;"Room Service";40.0
"FB003893";"2026-01-09";"G02882";320;"Restaurant & Bar";89.0
"FB003894";"2026-04-18";"G02884";414;"Breakfast";35.0
"FB003895";"2026-04-18";"G02884";414;"Restaurant & Bar";52.0
"FB003896";"2026-04-22";"G02884";414;"Breakfast";34.0
"FB003897";"2026-02-26";"G02885";434;"Restaurant & Bar";34.0
"FB003898";"2026-04-10";"G02886";134;"Restaurant & Bar";61.0
"FB003899";"2026-03-31";"G02887";419;"Restaurant & Bar";91.0
"FB003900";"2026-06-11";"G02889";133;"Restaurant & Bar";26.0
"FB003901";"2026-06-12";"G02889";133;"Room Service";72.0
"FB003902";"2026-04-27";"G02890";429;"Room Service";45.0
"FB003903";"2026-04-26";"G02890";429;"Breakfast";23.0
"FB003904";"2026-04-25";"G02890";429;"Breakfast";15.0
"FB003905";"2026-01-26";"G02891";509;"Restaurant & Bar";56.0
"FB003906";"2026-01-28";"G02891";509;"Breakfast";35.0
"FB003907";"2026-01-29";"G02891";509;"Restaurant & Bar";29.0
"FB003908";"2026-01-25";"G02891";509;"Restaurant & Bar";105.0
"FB003909";"2026-04-04";"G02893";322;"Room Service";64.0
"FB003910";"2026-06-19";"G02894";132;"Breakfast";22.0
"FB003911";"2026-06-17";"G02894";132;"Restaurant & Bar";45.0
"FB003912";"2026-04-16";"G02895";425;"Restaurant & Bar";89.0
"FB003913";"2026-04-15";"G02895";425;"Breakfast";22.0
"FB003914";"2026-04-14";"G02895";425;"Breakfast";33.0
"FB003915";"2026-04-11";"G02898";411;"Restaurant & Bar";109.0
"FB003916";"2026-04-15";"G02898";411;"Restaurant & Bar";109.0
"FB003917";"2026-04-14";"G02898";411;"Restaurant & Bar";46.0
"FB003918";"2026-04-14";"G02898";411;"Room Service";21.0
"FB003919";"2026-04-13";"G02898";411;"Breakfast";11.0
"FB003920";"2026-03-23";"G02899";225;"Restaurant & Bar";51.0
"FB003921";"2026-04-15";"G02900";411;"Restaurant & Bar";47.0
"FB003922";"2026-04-21";"G02904";308;"Restaurant & Bar";67.0
"FB003923";"2026-04-18";"G02904";308;"Room Service";62.0
"FB003924";"2026-03-23";"G02905";118;"Restaurant & Bar";70.0
"FB003925";"2026-02-24";"G02906";221;"Restaurant & Bar";99.0
"FB003926";"2026-05-09";"G02907";129;"Room Service";71.0
"FB003927";"2026-05-10";"G02907";129;"Room Service";68.0
"FB003928";"2026-05-28";"G02908";428;"Breakfast";19.0
"FB003929";"2026-05-29";"G02908";428;"Room Service";64.0
"FB003930";"2026-06-15";"G02909";507;"Breakfast";23.0
"FB003931";"2026-06-17";"G02909";507;"Restaurant & Bar";43.0
"FB003932";"2026-05-18";"G02910";428;"Breakfast";26.0
"FB003933";"2026-05-07";"G02912";517;"Room Service";45.0
"FB003934";"2026-02-16";"G02913";532;"Room Service";48.0
"FB003935";"2026-02-15";"G02913";532;"Restaurant & Bar";28.0
"FB003936";"2026-01-04";"G02914";510;"Room Service";31.0
"FB003937";"2026-01-03";"G02914";510;"Restaurant & Bar";97.0
"FB003938";"2026-01-04";"G02914";510;"Restaurant & Bar";39.0
"FB003939";"2026-03-25";"G02916";115;"Restaurant & Bar";113.0
"FB003940";"2026-03-23";"G02916";115;"Restaurant & Bar";81.0
"FB003941";"2026-04-28";"G02920";423;"Restaurant & Bar";106.0
"FB003942";"2026-06-17";"G02922";314;"Breakfast";10.0
"FB003943";"2026-06-17";"G02922";314;"Room Service";71.0
"FB003944";"2026-04-05";"G02924";529;"Breakfast";19.0
"FB003945";"2026-05-03";"G02925";315;"Room Service";59.0
"FB003946";"2026-05-02";"G02925";315;"Restaurant & Bar";87.0
"FB003947";"2026-03-02";"G02926";409;"Restaurant & Bar";103.0
"FB003948";"2026-03-02";"G02926";409;"Breakfast";17.0
"FB003949";"2026-05-27";"G02927";516;"Breakfast";30.0
"FB003950";"2026-05-26";"G02927";516;"Room Service";35.0
"FB003951";"2026-05-29";"G02927";516;"Restaurant & Bar";75.0
"FB003952";"2026-05-27";"G02927";516;"Restaurant & Bar";94.0
"FB003953";"2026-06-07";"G02928";527;"Restaurant & Bar";23.0
"FB003954";"2026-04-13";"G02930";133;"Room Service";31.0
"FB003955";"2026-04-11";"G02930";133;"Room Service";76.0
"FB003956";"2026-01-30";"G02931";328;"Restaurant & Bar";65.0
"FB003957";"2026-05-21";"G02932";305;"Restaurant & Bar";59.0
"FB003958";"2026-05-20";"G02932";305;"Room Service";77.0
"FB003959";"2026-04-22";"G02933";504;"Breakfast";31.0
"FB003960";"2026-01-10";"G02934";121;"Breakfast";28.0
"FB003961";"2026-01-09";"G02934";121;"Restaurant & Bar";109.0
"FB003962";"2026-03-25";"G02937";201;"Breakfast";29.0
"FB003963";"2026-03-25";"G02937";201;"Restaurant & Bar";82.0
"FB003964";"2026-01-22";"G02940";134;"Restaurant & Bar";62.0
"FB003965";"2026-02-26";"G02941";516;"Breakfast";22.0
"FB003966";"2026-02-25";"G02941";516;"Restaurant & Bar";109.0
"FB003967";"2026-02-24";"G02941";516;"Breakfast";34.0
"FB003968";"2026-02-26";"G02941";516;"Room Service";81.0
"FB003969";"2026-04-22";"G02942";419;"Room Service";56.0
"FB003970";"2026-05-16";"G02945";221;"Room Service";28.0
"FB003971";"2026-05-14";"G02945";221;"Restaurant & Bar";56.0
"FB003972";"2026-01-13";"G02951";306;"Room Service";49.0
"FB003973";"2026-01-12";"G02951";306;"Restaurant & Bar";29.0
"FB003974";"2026-04-10";"G02952";120;"Restaurant & Bar";97.0
"FB003975";"2026-04-10";"G02952";120;"Restaurant & Bar";24.0
"FB003976";"2026-04-08";"G02952";120;"Restaurant & Bar";96.0
"FB003977";"2026-04-07";"G02952";120;"Room Service";22.0
"FB003978";"2026-04-08";"G02952";120;"Room Service";64.0
"FB003979";"2026-04-13";"G02954";425;"Restaurant & Bar";78.0
"FB003980";"2026-05-20";"G02955";408;"Restaurant & Bar";108.0
"FB003981";"2026-05-20";"G02955";408;"Room Service";74.0
"FB003982";"2026-05-19";"G02955";408;"Restaurant & Bar";40.0
"FB003983";"2026-05-19";"G02956";208;"Room Service";74.0
"FB003984";"2026-05-20";"G02956";208;"Restaurant & Bar";99.0
"FB003985";"2026-05-19";"G02956";208;"Restaurant & Bar";113.0
"FB003986";"2026-05-19";"G02956";208;"Breakfast";14.0
"FB003987";"2026-06-27";"G02959";315;"Room Service";69.0
"FB003988";"2026-06-28";"G02959";315;"Room Service";24.0
"FB003989";"2026-06-27";"G02959";315;"Restaurant & Bar";54.0
"FB003990";"2026-06-28";"G02959";315;"Restaurant & Bar";45.0
"FB003991";"2026-05-15";"G02963";224;"Restaurant & Bar";49.0
"FB003992";"2026-05-16";"G02963";224;"Room Service";38.0
"FB003993";"2026-02-06";"G02965";327;"Restaurant & Bar";41.0
"FB003994";"2026-02-07";"G02965";327;"Restaurant & Bar";68.0
"FB003995";"2026-06-25";"G02967";328;"Restaurant & Bar";86.0
"FB003996";"2026-06-23";"G02967";328;"Breakfast";14.0
"FB003997";"2026-06-23";"G02967";328;"Restaurant & Bar";23.0
"FB003998";"2026-06-23";"G02967";328;"Restaurant & Bar";54.0
"FB003999";"2026-04-23";"G02969";220;"Restaurant & Bar";21.0
"FB004000";"2026-04-23";"G02969";220;"Breakfast";32.0
"FB004001";"2026-04-24";"G02969";220;"Room Service";46.0
"FB004002";"2026-04-25";"G02969";220;"Restaurant & Bar";39.0
"FB004003";"2026-03-15";"G02970";519;"Room Service";32.0
"FB004004";"2026-03-15";"G02970";519;"Restaurant & Bar";47.0
"FB004005";"2026-05-06";"G02971";130;"Restaurant & Bar";82.0
"FB004006";"2026-06-27";"G02972";118;"Room Service";33.0
"FB004007";"2026-06-25";"G02972";118;"Restaurant & Bar";107.0
"FB004008";"2026-04-21";"G02973";117;"Breakfast";30.0
"FB004009";"2026-04-20";"G02973";117;"Room Service";37.0
"FB004010";"2026-04-22";"G02973";117;"Room Service";39.0
"FB004011";"2026-04-23";"G02973";117;"Room Service";54.0
"FB004012";"2026-03-09";"G02974";226;"Breakfast";35.0
"FB004013";"2026-03-11";"G02974";226;"Room Service";23.0
"FB004014";"2026-03-08";"G02974";226;"Breakfast";20.0
"FB004015";"2026-01-30";"G02977";321;"Room Service";72.0
"FB004016";"2026-02-01";"G02977";321;"Restaurant & Bar";47.0
"FB004017";"2026-06-03";"G02978";326;"Room Service";24.0
"FB004018";"2026-06-03";"G02978";326;"Restaurant & Bar";47.0
"FB004019";"2026-02-14";"G02979";316;"Restaurant & Bar";53.0
"FB004020";"2026-02-13";"G02979";316;"Restaurant & Bar";25.0
"FB004021";"2026-02-13";"G02979";316;"Restaurant & Bar";90.0
"FB004022";"2026-02-08";"G02981";225;"Restaurant & Bar";69.0
"FB004023";"2026-04-01";"G02983";415;"Restaurant & Bar";81.0
"FB004024";"2026-03-31";"G02983";415;"Restaurant & Bar";48.0
"FB004025";"2026-04-01";"G02983";415;"Room Service";56.0
"FB004026";"2026-03-31";"G02983";415;"Restaurant & Bar";111.0
"FB004027";"2026-06-09";"G02984";413;"Restaurant & Bar";77.0
"FB004028";"2026-06-09";"G02984";413;"Restaurant & Bar";61.0
"FB004029";"2026-06-10";"G02984";413;"Restaurant & Bar";95.0
"FB004030";"2026-06-11";"G02984";413;"Breakfast";25.0
"FB004031";"2026-03-26";"G02987";210;"Restaurant & Bar";27.0
"FB004032";"2026-03-26";"G02987";210;"Breakfast";19.0
"FB004033";"2026-02-12";"G02988";523;"Restaurant & Bar";90.0
"FB004034";"2026-02-14";"G02988";523;"Restaurant & Bar";42.0
"FB004035";"2026-02-15";"G02988";523;"Restaurant & Bar";39.0
"FB004036";"2026-02-12";"G02988";523;"Room Service";81.0
"FB004037";"2026-02-12";"G02988";523;"Restaurant & Bar";103.0
"FB004038";"2026-03-21";"G02990";316;"Breakfast";21.0
"FB004039";"2026-03-21";"G02990";316;"Breakfast";33.0
"FB004040";"2026-05-15";"G02992";413;"Restaurant & Bar";41.0
"FB004041";"2026-02-11";"G02994";523;"Room Service";21.0
"FB004042";"2026-05-06";"G02995";306;"Room Service";37.0
"FB004043";"2026-02-04";"G02996";213;"Breakfast";12.0
"FB004044";"2026-02-04";"G02996";213;"Room Service";65.0
"FB004045";"2026-02-05";"G02996";213;"Restaurant & Bar";46.0
"FB004046";"2026-02-06";"G02996";213;"Room Service";26.0
"FB004047";"2026-02-09";"G02996";213;"Restaurant & Bar";52.0
"FB004048";"2026-01-28";"G02997";405;"Restaurant & Bar";78.0
"FB004049";"2026-03-14";"G02998";109;"Room Service";83.0
"FB004050";"2026-02-16";"G02999";201;"Room Service";59.0
"FB004051";"2026-05-21";"G03000";129;"Room Service";81.0
"FB004052";"2026-05-22";"G03000";129;"Room Service";55.0
"FB004053";"2026-04-30";"G03001";411;"Breakfast";29.0
"FB004054";"2026-01-06";"G03002";427;"Breakfast";21.0
"FB004055";"2026-01-06";"G03002";427;"Breakfast";23.0
"FB004056";"2026-01-04";"G03002";427;"Room Service";41.0
"FB004057";"2026-01-03";"G03002";427;"Restaurant & Bar";78.0
"FB004058";"2026-01-04";"G03002";427;"Breakfast";33.0
"FB004059";"2026-06-17";"G03003";308;"Restaurant & Bar";93.0
"FB004060";"2026-06-17";"G03003";308;"Breakfast";32.0
"FB004061";"2026-06-17";"G03003";308;"Restaurant & Bar";20.0
"FB004062";"2026-01-25";"G03004";226;"Restaurant & Bar";38.0
"FB004063";"2026-01-27";"G03004";226;"Restaurant & Bar";100.0
"FB004064";"2026-01-26";"G03004";226;"Breakfast";23.0
"FB004065";"2026-06-23";"G03005";517;"Room Service";17.0
"FB004066";"2026-06-23";"G03005";517;"Breakfast";19.0
"FB004067";"2026-04-04";"G03006";506;"Breakfast";31.0
"FB004068";"2026-04-03";"G03006";506;"Breakfast";32.0
"FB004069";"2026-04-22";"G03009";230;"Restaurant & Bar";58.0
"FB004070";"2026-04-20";"G03009";230;"Breakfast";24.0
"FB004071";"2026-04-22";"G03009";230;"Room Service";19.0
"FB004072";"2026-02-12";"G03010";417;"Breakfast";17.0
"FB004073";"2026-05-12";"G03012";130;"Breakfast";16.0
"FB004074";"2026-05-12";"G03012";130;"Room Service";22.0
"FB004075";"2026-05-13";"G03012";130;"Restaurant & Bar";79.0
"FB004076";"2026-05-11";"G03012";130;"Restaurant & Bar";68.0
"FB004077";"2026-05-11";"G03012";130;"Breakfast";33.0
"FB004078";"2026-06-04";"G03013";323;"Breakfast";36.0
"FB004079";"2026-03-18";"G03014";322;"Room Service";20.0
"FB004080";"2026-01-16";"G03017";403;"Restaurant & Bar";93.0
"FB004081";"2026-01-15";"G03017";403;"Room Service";82.0
"FB004082";"2026-04-27";"G03021";515;"Restaurant & Bar";106.0
"FB004083";"2026-04-30";"G03021";515;"Restaurant & Bar";29.0
"FB004084";"2026-04-29";"G03021";515;"Restaurant & Bar";100.0
"FB004085";"2026-06-27";"G03023";133;"Breakfast";33.0
"FB004086";"2026-06-26";"G03023";133;"Restaurant & Bar";87.0
"FB004087";"2026-06-27";"G03023";133;"Restaurant & Bar";110.0
"FB004088";"2026-03-09";"G03024";207;"Breakfast";23.0
"FB004089";"2026-02-06";"G03025";326;"Restaurant & Bar";52.0
"FB004090";"2026-03-12";"G03026";403;"Restaurant & Bar";40.0
"FB004091";"2026-03-11";"G03026";403;"Room Service";62.0
"FB004092";"2026-01-05";"G03029";427;"Room Service";44.0
"FB004093";"2026-04-21";"G03030";110;"Room Service";35.0
"FB004094";"2026-04-17";"G03030";110;"Restaurant & Bar";34.0
"FB004095";"2026-05-09";"G03033";511;"Breakfast";15.0
"FB004096";"2026-05-08";"G03033";511;"Restaurant & Bar";46.0
"FB004097";"2026-05-06";"G03033";511;"Breakfast";25.0
"FB004098";"2026-06-27";"G03034";112;"Restaurant & Bar";55.0
"FB004099";"2026-04-05";"G03035";418;"Restaurant & Bar";106.0
"FB004100";"2026-04-05";"G03035";418;"Restaurant & Bar";44.0
"FB004101";"2026-03-02";"G03041";213;"Restaurant & Bar";44.0
"FB004102";"2026-03-02";"G03041";213;"Restaurant & Bar";21.0
"FB004103";"2026-03-01";"G03041";213;"Room Service";31.0
"FB004104";"2026-04-17";"G03042";518;"Room Service";25.0
"FB004105";"2026-04-17";"G03042";518;"Restaurant & Bar";25.0
"FB004106";"2026-04-18";"G03042";518;"Restaurant & Bar";70.0
"FB004107";"2026-02-11";"G03043";417;"Room Service";50.0
"FB004108";"2026-02-12";"G03043";417;"Breakfast";14.0
"FB004109";"2026-06-25";"G03044";531;"Breakfast";33.0
"FB004110";"2026-06-25";"G03044";531;"Breakfast";34.0
"FB004111";"2026-06-25";"G03044";531;"Restaurant & Bar";76.0
"FB004112";"2026-01-21";"G03046";328;"Room Service";49.0
"FB004113";"2026-01-21";"G03046";328;"Breakfast";37.0
"FB004114";"2026-01-18";"G03046";328;"Breakfast";32.0
"FB004115";"2026-01-28";"G03047";228;"Breakfast";26.0
"FB004116";"2026-02-27";"G03048";118;"Room Service";66.0
"FB004117";"2026-02-26";"G03048";118;"Breakfast";28.0
"FB004118";"2026-02-25";"G03048";118;"Restaurant & Bar";76.0
"FB004119";"2026-03-22";"G03051";307;"Restaurant & Bar";53.0
"FB004120";"2026-03-20";"G03051";307;"Breakfast";34.0
"FB004121";"2026-03-20";"G03053";129;"Breakfast";11.0
"FB004122";"2026-03-22";"G03053";129;"Restaurant & Bar";111.0
"FB004123";"2026-03-20";"G03053";129;"Restaurant & Bar";113.0
"FB004124";"2026-03-21";"G03053";129;"Restaurant & Bar";70.0
"FB004125";"2026-03-20";"G03053";129;"Restaurant & Bar";33.0
"FB004126";"2026-02-17";"G03054";201;"Breakfast";33.0
"FB004127";"2026-01-20";"G03055";133;"Restaurant & Bar";67.0
"FB004128";"2026-01-19";"G03055";133;"Restaurant & Bar";108.0
"FB004129";"2026-02-15";"G03056";105;"Restaurant & Bar";32.0
"FB004130";"2026-01-25";"G03058";203;"Restaurant & Bar";49.0
"FB004131";"2026-01-24";"G03058";203;"Restaurant & Bar";105.0
"FB004132";"2026-01-01";"G03061";529;"Room Service";56.0
"FB004133";"2026-03-02";"G03062";524;"Room Service";68.0
"FB004134";"2026-03-07";"G03062";524;"Restaurant & Bar";72.0
"FB004135";"2026-01-28";"G03063";227;"Restaurant & Bar";79.0
"FB004136";"2026-01-29";"G03063";227;"Restaurant & Bar";97.0
"FB004137";"2026-06-05";"G03064";131;"Restaurant & Bar";35.0
"FB004138";"2026-05-07";"G03065";116;"Restaurant & Bar";93.0
"FB004139";"2026-04-20";"G03067";134;"Restaurant & Bar";29.0
"FB004140";"2026-04-18";"G03067";134;"Breakfast";32.0
"FB004141";"2026-02-05";"G03068";517;"Breakfast";30.0
"FB004142";"2026-02-05";"G03068";517;"Restaurant & Bar";111.0
"FB004143";"2026-03-11";"G03070";119;"Restaurant & Bar";90.0
"FB004144";"2026-03-10";"G03070";119;"Restaurant & Bar";26.0
"FB004145";"2026-04-20";"G03071";410;"Restaurant & Bar";104.0
"FB004146";"2026-04-04";"G03072";126;"Room Service";61.0
"FB004147";"2026-04-05";"G03073";129;"Restaurant & Bar";60.0
"FB004148";"2026-04-02";"G03073";129;"Restaurant & Bar";100.0
"FB004149";"2026-04-01";"G03073";129;"Breakfast";22.0
"FB004150";"2026-04-06";"G03073";129;"Restaurant & Bar";109.0
"FB004151";"2026-04-19";"G03074";533;"Restaurant & Bar";88.0
"FB004152";"2026-04-19";"G03074";533;"Restaurant & Bar";78.0
"FB004153";"2026-01-31";"G03080";534;"Restaurant & Bar";87.0
"FB004154";"2026-02-01";"G03080";534;"Breakfast";26.0
"FB004155";"2026-02-01";"G03080";534;"Room Service";57.0
"FB004156";"2026-01-02";"G03081";319;"Room Service";71.0
